state,district_nodal,total_works,completed_works_count,recommended_works_count,completion_rate_pct,completed_works_value_inr,in_progress_payments_inr,mp_count,mps_active,constituencies_covered,primary_sector
Karnataka,BAGALKOTE,63,63,0,100.0,0.0,0.0,2,"Parvatagouda Chandanagouda Gaddigoudar, Shri Narayanasa K. Bhandage (2024-30)","BAGALKOT, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,VARANASI,62,62,0,100.0,0.0,0.0,6,"Dr. Sudhanshu Trivedi (2024-30), Shri Brij Lal (2020-26), Shri Narendra Modi, Smt. Darshana Singh (2022-28), Smt. Sadhna Singh (2024-30), VIRENDRA SINGH","CHANDAULI, Sitting Rajya Sabha, VARANASI",Normal/Others
Gujarat,NARMADA,62,62,0,100.0,0.0,0.0,3,"JASHUBHAI BHILUBHAI RATHVA, Mansukhbhai Dhanjibhai Vasava, Shri S. Jaishankar (2023-29)","BHARUCH, CHHOTA UDAIPUR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,DEORIA,61,61,0,100.0,0.0,0.0,5,"RAMASHANKAR RAJBHAR, SHASHANK MANI, Shri Ratanjit Pratap Narain Singh (2024-30), Shri Sanjay Seth (2024-30), Smt. Sangeeta Yadav (2022-28)","DEORIA, SALEMPUR, Sitting Rajya Sabha",Normal/Others
Madhya Pradesh,UJJAIN,61,61,0,100.0,0.0,0.0,4,"Dr. L. Murugan (2024-30), Shri Anil Firojiya, Shri Balyogi Umeshnath (2024-30), Shri Banshilal Gurjar (2024-30)","Sitting Rajya Sabha, UJJAIN",Normal/Others
Andhra Pradesh,TIRUPATI,308,60,248,19.48,0.0,16066069.0,4,"DAGGUMALLA PRASADA RAO, Maddila Gurumoorthy, Midhun Reddy, Shri Masthan Rao Yadav Beedha (2024-28)","CHITTOOR, RAJAMPET, Sitting Rajya Sabha, TIRUPATI",Normal/Others
Andhra Pradesh,SRI SATHYA SAI,102,60,42,58.82,0.0,27895458.0,5,"AMBICA G LAKSHMINARAYANA VALMIKI, B K PARTHASARATHI, Lavu Sri Krishna Devarayalu, Shri Ryaga Krishnaiah (2024-28), Shri Yerram Venkata Subba Reddy (2024-30)","ANANTAPUR, HINDUPUR, NARASARAOPET, Sitting Rajya Sabha",Normal/Others
Bihar,PURNIA,67,60,7,89.55,0.0,2560000.0,2,"Dr Mohammad Jawed, RAJESH RANJAN ALIAS PAPPU YADAV","KISHANGANJ, PURNEA",Normal/Others
Uttar Pradesh,MAINPURI,60,60,0,100.0,0.0,0.0,5,"Prof. Ram Gopal Yadav (2020-26), Shri Javed Ali Khan (2022-28), Shri Kapil Sibal (2022-28), Smt Dimple Yadav, Smt. Jaya Amitabh Bachchan (2024-30)","MAINPURI, Sitting Rajya Sabha",Normal/Others
Punjab,AMRITSAR,60,60,0,100.0,0.0,0.0,6,"Dr. Ashok Kumar Mittal (2022-28), Dr. Vikramjit Singh Sahney (2022-28), Shri Gurjeet Singh Aujla, Shri Harbhajan Singh (2022-28), Shri Raghav Chadha (2022-28), Shri Sant Balbir Singh (2022-28)","AMRITSAR, Sitting Rajya Sabha",Normal/Others
Bihar,BHAGALPUR,60,59,1,98.33,0.0,0.0,2,"Ajay Kumar Mandal, Giridhari Yadav","BANKA, BHAGALPUR",Normal/Others
Uttar Pradesh,FIROZABAD,59,59,0,100.0,0.0,0.0,2,"AKSHAYA YADAV, Prof. Ram Gopal Yadav (2020-26)","FIROZABAD, Sitting Rajya Sabha",Normal/Others
Punjab,FEROZEPUR,59,59,0,100.0,0.0,0.0,5,"Dr. Sandeep Kumar Pathak (2022-28), Dr. Vikramjit Singh Sahney (2022-28), SARABJEET SINGH KHALSA, SHER SINGH GHUBAYA, Shri Harbhajan Singh (2022-28)","FARIDKOT, FIROZPUR, Sitting Rajya Sabha",Normal/Others
Rajasthan,ALWAR,59,59,0,100.0,0.0,0.0,6,"BHUPENDER YADAV, SANJNA JATAV, Shri Ghanshyam Tiwari (2022-28), Shri Mukul Wasnik (2022-28), Shri Randeep Singh Surjewala (2022-28), Smt. Sonia Gandhi (2024-30)","ALWAR, BHARATPUR, Sitting Rajya Sabha",Normal/Others
West Bengal,MURSHIDABAD,59,59,0,100.0,0.0,0.0,4,"Abu Taher Khan, Kakoli Ghosh Dastidar , Khalilur Rahaman , PATHAN YUSUF","BAHARAMPUR, BARASAT, JANGIPUR, MURSHIDABAD",Normal/Others
Kerala,KOZHIKODE,58,58,0,100.0,0.0,0.0,6,"SHAFI PARAMBIL, Shri Abdul Wahab (2021-27), Shri Jose K. Mani (2024-30), Shri M K Raghavan, Smt. Jebi Mather Hisham (2022-28), Smt. P. T. Usha (2022-28)","KOZHIKODE, Nominated Rajya Sabha, Sitting Rajya Sabha, VADAKARA",Normal/Others
Bihar,AURANGABAD,68,57,11,83.82,0.0,2552293.0,3,"ABHAY KUMAR SINHA, Dr. Bhim Singh (2024-30), RAJA RAM SINGH","AURANGABAD, KARAKAT, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,MAU,57,57,0,100.0,0.0,0.0,3,"DHARMENDRA YADAV, RAJEEV RAI, Smt. Sangeeta Yadav (2022-28)","AZAMGARH, GHOSI, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,THANJAVUR,57,57,0,100.0,0.0,0.0,3,"MURASOLI S, SUDHA R, Shri S. Kalyanasundaram (2022-28)","MAYILADUTHURAI, Sitting Rajya Sabha, THANJAVUR",Normal/Others
Himachal Pradesh,MANDI,57,57,0,100.0,0.0,0.0,4,"Anurag Singh Thakur, Dr. Sikander Kumar (2022-28), Kangana Ranaut, Shri Harsh Mahajan (2024-30)","HAMIRPUR, MANDI, Sitting Rajya Sabha",Normal/Others
Karnataka,DAKSHINA KANNADA,57,57,0,100.0,0.0,0.0,2,"CAPTAIN BRIJESH CHOWTA, Dr. Dharmasthala Veerendra Heggade (2022-28)","DAKSHINA KANNADA, Nominated Rajya Sabha",Normal/Others
Bihar,SIWAN,59,56,3,94.92,0.0,795297.0,2,"Shri Janardan Singh Sigriwal , VIJAYLAKSHMI DEVI","MAHARAJGANJ, SIWAN",Normal/Others
Uttar Pradesh,MUZAFFARNAGAR,56,56,0,100.0,0.0,0.0,7,"CHANDAN CHAUHAN, Dr. Radha Mohan Das Agrawal (2022-28), HARENDRA SINGH MALIK, Shri B.L. Verma (2020-26), Shri Jayant Chaudhary (2022-28), Shri Kapil Sibal (2022-28), Shri Surendra Singh Nagar (2022-28)","BIJNOR, MUZAFFARNAGAR, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,DINDIGUL,56,56,0,100.0,0.0,0.0,2,"SACHITHANANTHAM R, Smt S Jothimani","DINDIGUL, KARUR",Normal/Others
Andhra Pradesh,SRIKAKULAM,181,55,126,30.39,0.0,14805490.0,2,"Appalanaidu Kalisetti, Kinjarapu Ram Mohan Naidu","SRIKAKULAM, VIZIANAGARAM",Normal/Others
Uttar Pradesh,RAMPUR,55,55,0,100.0,0.0,0.0,5,"MOHIBBULLAH, Shri Javed Ali Khan (2022-28), Shri Kapil Sibal (2022-28), Shri Neeraj Shekhar (2020-26), Smt. Sangeeta Yadav (2022-28)","RAMPUR, Sitting Rajya Sabha",Normal/Others
Tamil Nadu,CHENNAI,55,55,0,100.0,0.0,0.0,6,"Kalanidhi Veeraswamy, Shri K.R.N. Rajeshkumar (2022-28), Shri R. Girirajan (2022-28), T Sumathy (A) Thamizhachi Thangapandian , Thalikkottai Rajuthevar Baalu, Thiru Dayanidhi Maran","CHENNAI CENTRAL, CHENNAI NORTH, CHENNAI SOUTH, SRIPERUMBUDUR, Sitting Rajya Sabha",Normal/Others
Goa,SOUTH GOA,55,55,0,100.0,0.0,0.0,2,"CAPTAIN VIRIATO FERNANDES, Shri Sadanand Mhalu Shet Tanavade (2023-29)","SOUTH GOA, Sitting Rajya Sabha",Normal/Others
Andhra Pradesh,ANNAMAYYA,287,54,233,18.82,0.0,2270454.0,3,"Maddila Gurumoorthy, Midhun Reddy, Shri Meda Raghunadha Reddy (2024-30)","RAJAMPET, Sitting Rajya Sabha, TIRUPATI",Normal/Others
Himachal Pradesh,HAMIRPUR,54,54,0,100.0,0.0,0.0,3,"Anurag Singh Thakur, Dr. Sikander Kumar (2022-28), Shri Harsh Mahajan (2024-30)","HAMIRPUR, Sitting Rajya Sabha",Normal/Others
Rajasthan,NAGAUR,54,54,0,100.0,0.0,0.0,3,"MAHIMA KUMARI MEWAR, Shri Hanuman Beniwal, Shri Pramod Tiwari (2022-28)","NAGAUR, RAJSAMAND, Sitting Rajya Sabha",Normal/Others
Gujarat,NAVSARI,54,54,0,100.0,0.0,0.0,2,"C R Patil, Shri Govindbhai Laljibhai Dholakia (2024-30)","NAVSARI, Sitting Rajya Sabha",Normal/Others
Kerala,ERNAKULAM,54,54,0,100.0,0.0,0.0,9,"ADV K FRANCIS GEORGE, Adv Dean Kuriakose, Shri A. A. Rahim (2022-28), Shri Benny Behanan, Shri Haris Beeran (2024-30), Shri Hibi Eden, Shri P. P. Suneer (2024-30), Shri Sandosh Kumar P (2022-28), Smt. Jebi Mather Hisham (2022-28)","CHALAKUDY, ERNAKULAM, IDUKKI, KOTTAYAM, Sitting Rajya Sabha",Normal/Others
Bihar,NALANDA,57,53,4,92.98,0.0,0.0,2,"Dr. Bhim Singh (2024-30), Kaushalendra Kumar","NALANDA, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,SHAHJAHANPUR,53,53,0,100.0,0.0,0.0,4,"Shri Arun Kumar Sagar , Shri Javed Ali Khan (2022-28), Shri Mithlesh Kumar (2022-28), Shri Neeraj Shekhar (2020-26)","SHAHJAHANPUR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,KAUSHAMBI,53,53,0,100.0,0.0,0.0,4,"PUSHPENDRA SAROJ, Shri Javed Ali Khan (2022-28), Smt. Sangeeta Yadav (2022-28), Smt. Seema Dwivedi (2020-26)","KAUSHAMBI, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,SONBHADRA,53,53,0,100.0,0.0,0.0,2,"CHHOTELAL, Shri Hardeep Singh Puri (2020-26)","ROBERTSGANJ, Sitting Rajya Sabha",Normal/Others
Rajasthan,JHUNJHUNU,53,53,0,100.0,0.0,0.0,4,"BRIJENDRA SINGH OLA, Shri Mukul Wasnik (2022-28), Shri Randeep Singh Surjewala (2022-28), Smt. Sonia Gandhi (2024-30)","JHUNJHUNU, Sitting Rajya Sabha",Normal/Others
Delhi,EAST,53,53,0,100.0,0.0,0.0,2,"Harsh Malhotra, Manoj Tiwari","EAST DELHI, NORTH EAST DELHI",Normal/Others
Chhattisgarh,DURG,52,52,0,100.0,0.0,0.0,3,"Shri Rajeev Shukla (2022-28), Smt. Ranjeet Ranjan (2022-28), Vijay Baghel","DURG, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,BIJNOR,52,52,0,100.0,0.0,0.0,3,"CHANDAN CHAUHAN, CHANDRA SHEKHAR, Swami Sachchidanandhari Sakshi ji Maharaj ","BIJNOR, NAGINA, UNNAO",Normal/Others
Uttar Pradesh,RAE BARELI,52,52,0,100.0,0.0,0.0,3,"KISHORI LAL, RAHUL GANDHI, Shri Kapil Sibal (2022-28)","AMETHI, RAE BARELI, Sitting Rajya Sabha",Normal/Others
Andhra Pradesh,KURNOOL,130,51,79,39.23,0.0,1497606.0,3,"BASTIPATI NAGARAJU PANCHALINGALA, DR BYREDDY SHABARI, Midhun Reddy","KURNOOL, NANDYAL, RAJAMPET",Normal/Others
Andhra Pradesh,DR. B.R. AMBEDKAR KONASEEMA,97,51,46,52.58,0.0,5799126.0,2,"GM Harish Balayogi, Shri V. Vijayendra Prasad (2022-28)","AMALAPURAM, Nominated Rajya Sabha",Normal/Others
Bihar,BHOJPUR,51,51,0,100.0,0.0,0.0,2,"Ramprit Mandal, SUDAMA PRASAD","ARRAH, JHANJHARPUR",Normal/Others
Tamil Nadu,TENKASI,51,51,0,100.0,0.0,0.0,5,"DR RANI SRI KUMAR, Dr. M. Dhanapal (2025-31), ROBERT BRUCE C, Shri Ilaiyaraaja (2022-28), Shri R. Dharmar (2022-28)","Nominated Rajya Sabha, Sitting Rajya Sabha, TENKASI, TIRUNELVELI",Normal/Others
Tamil Nadu,TIRUNELVELI,51,51,0,100.0,0.0,0.0,2,"ROBERT BRUCE C, Shri R. Dharmar (2022-28)","Sitting Rajya Sabha, TIRUNELVELI",Normal/Others
Tamil Nadu,VIRUDHUNAGAR,51,51,0,100.0,0.0,0.0,4,"DR RANI SRI KUMAR, Kani K Navas, Manickam Tagore B, Shri P. Wilson (2025-31)","RAMANATHAPURAM, Sitting Rajya Sabha, TENKASI, VIRUDHUNAGAR",Normal/Others
Madhya Pradesh,RAJGARH,51,51,0,100.0,0.0,0.0,2,"Rodmal Nagar , Smt. Maya Naroliya (2024-30)","RAJGARH, Sitting Rajya Sabha",Normal/Others
Odisha,MAYURBHANJ,51,51,0,100.0,0.0,0.0,3,"ANANTA NAYAK, NABA CHARAN MAJHI, Smt. Sulata Deo (2022-28)","KEONJHAR, MAYURBHANJ, Sitting Rajya Sabha",Normal/Others
Karnataka,KOPPAL,51,51,0,100.0,0.0,0.0,2,"K. RAJASHEKAR BASAVARAJ HITNAL, Smt. Nirmala Sitharaman (2022-28)","KOPPAL, Sitting Rajya Sabha",Normal/Others
Andhra Pradesh,ELURU,101,50,51,49.5,0.0,19667001.0,2,"Krishna Prasad Tenneti, Putta Mahesh Kumar","BAPATLA, ELURU",Normal/Others
Bihar,KATIHAR,53,50,3,94.34,0.0,1930000.0,1,TARIQ ANWAR,KATIHAR,Normal/Others
Bihar,ROHTAS,51,50,1,98.04,0.0,0.0,4,"MANOJ KUMAR, RAJA RAM SINGH, SUDHAKAR SINGH, Shri Satish Chandra Dubey (2022-28)","BUXAR, KARAKAT, SASARAM, Sitting Rajya Sabha",Normal/Others
Bihar,SITAMARHI,51,50,1,98.04,0.0,0.0,1,DEVESH CHANDRA THAKUR,SITAMARHI,Normal/Others
Uttar Pradesh,JHANSI,50,50,0,100.0,0.0,0.0,3,"Anurag Sharma , NARAYAN DAS AHIRWAR, Shri B.L. Verma (2020-26)","JALAUN, JHANSI, Sitting Rajya Sabha",Normal/Others
Bihar,ARWAL,50,50,0,100.0,0.0,0.0,3,"Dr. Bhim Singh (2024-30), SURENDRA PRASAD YADAV, Shri Akhilesh Prasad Singh (2024-30)","JAHANABAD, Sitting Rajya Sabha",Normal/Others
Madhya Pradesh,BETUL,50,50,0,100.0,0.0,0.0,1,Durga Das Uikey ,BETUL,Normal/Others
Telangana,JAGITIAL,50,50,0,100.0,0.0,0.0,4,"Arvind Dharmapuri, Sanjay Kumar Bandi, Shri Damodar Rao Divakonda (2022-28), VAMSI KRISHNA GADDAM","KARIMNAGAR, NIZAMABAD, PEDDAPALLE, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,BANDA,50,50,0,100.0,0.0,0.0,1,KRISHNA DEVI SHIVSHANKER PATEL,BANDA,Normal/Others
Odisha,KATAKA,50,50,0,100.0,0.0,0.0,5,"BIBHU PRASAD TARAI, Dr. Sasmit Patra (2022-28), Shri Ashwini Vaishnaw (2024-30), Shri Bhartruhari Mahtab, Smt. Sulata Deo (2022-28)","CUTTACK, JAGATSINGHPUR, Sitting Rajya Sabha",Normal/Others
Gujarat,ANAND,50,50,0,100.0,0.0,0.0,1,Mitesh Rameshbhai Bakabhai Patel,ANAND,Normal/Others
Kerala,ALAPPUZHA,50,50,0,100.0,0.0,0.0,3,"K. C VENUGOPAL, Shri Suresh Kodikunnil, Smt. Jebi Mather Hisham (2022-28)","ALAPPUZHA, MAVELIKKARA, Sitting Rajya Sabha",Normal/Others
West Bengal,UTTAR DINAJPUR,50,50,0,100.0,0.0,0.0,1,KARTICK CHANDRA PAUL,RAIGANJ,Normal/Others
Andhra Pradesh,NANDYAL,172,49,123,28.49,0.0,18198437.0,4,"DR BYREDDY SHABARI, Gumma Thanuja Rani, Maddila Gurumoorthy, Midhun Reddy","ARAKU, NANDYAL, RAJAMPET, TIRUPATI",Normal/Others
Uttar Pradesh,MAHOBA,49,49,0,100.0,0.0,0.0,2,"AJENDRA SINGH LODHI, Shri Baburam Nishad (2022-28)","HAMIRPUR, Sitting Rajya Sabha",Normal/Others
Karnataka,MYSURU,49,49,0,100.0,0.0,0.0,6,"Dr. Dharmasthala Veerendra Heggade (2022-28), H.D. KUMARASWAMY, SUNIL BOSE, Shri Jaggesh (2022-28), Shri Lahar Singh Siroya (2022-28), YADUVEER KRISHNADATTA CHAMARAJA WADIYAR","CHAMARAJANAGAR, MANDYA, MYSORE, Nominated Rajya Sabha, Sitting Rajya Sabha",Normal/Others
West Bengal,KOLKATA,49,49,0,100.0,0.0,0.0,5,"Mala Roy , SAYANI GHOSH, Shri Abhishek Banerjee, Shri Mohammed Nadimul Haque (2024-30), Sudip Bandyopadhyay","DIAMOND HARBOUR, JADAVPUR, KOLKATA DAKSHIN, KOLKATA UTTAR, Sitting Rajya Sabha",Normal/Others
Gujarat,DAHOD,49,49,0,100.0,0.0,0.0,1,Jaswantsinh Sumanbhai Bhabhor,DAHOD,Normal/Others
Chhattisgarh,SAKTI,48,48,0,100.0,0.0,0.0,1,KAMLESH JANGDE,JANJGIR CHAMPA,Normal/Others
Maharashtra,YAVATMAL,48,48,0,100.0,0.0,0.0,4,"AASHTIKAR PATIL NAGESH BAPURAO, DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU, Sanjay Uttamrao Deshmukh, Shri Imran Pratapgarhi (2022-28)","CHANDRAPUR, HINGOLI, Sitting Rajya Sabha, YAVATMAL-WASHIM",Normal/Others
Maharashtra,SOLAPUR,48,48,0,100.0,0.0,0.0,4,"Dr. Ajeet Madhavrao Gopchade (2024-30), MOHITE PATIL DHAIRYASHEEL RAJSINH, Omprakash Bhupalsinh Alias Pawan Rajenimbalkar, PRANITI SUSHILKUMAR SHINDE","MADHA, OSMANABAD, SOLAPUR, Sitting Rajya Sabha",Normal/Others
Odisha,KALAHANDI,48,48,0,100.0,0.0,0.0,1,MALVIKA DEVI,KALAHANDI,Normal/Others
Odisha,KORAPUT,48,48,0,100.0,0.0,0.0,2,"BALABHADRA MAJHI, Saptagiri Sankar Ulaka","KORAPUT, NABARANGPUR",Normal/Others
Bihar,VAISHALI,50,47,3,94.0,0.0,0.0,1,CHIRAG PASWAN,HAJIPUR,Normal/Others
Uttar Pradesh,GONDA,47,47,0,100.0,0.0,0.0,3,"KARAN BHUSHAN SINGH, Kirti Vardhan Singh, Shri Javed Ali Khan (2022-28)","GONDA, KAISERGANJ, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,MIRZAPUR,47,47,0,100.0,0.0,0.0,2,"Dr. K. Laxman (2022-28), Shri Arun Singh (2020-26)",Sitting Rajya Sabha,Normal/Others
Madhya Pradesh,CHHINDWARA,47,47,0,100.0,0.0,0.0,1,BUNTY VIVEK SAHU,CHHINDWARA,Normal/Others
Gujarat,VALSAD,47,47,0,100.0,0.0,0.0,2,"DHAVAL LAXMANBHAI PATEL, Shri Govindbhai Laljibhai Dholakia (2024-30)","Sitting Rajya Sabha, VALSAD",Normal/Others
Chhattisgarh,SURGUJA,46,46,0,100.0,0.0,0.0,2,"CHINTAMANI MAHARAJ, Smt. Ranjeet Ranjan (2022-28)","SARGUJA, Sitting Rajya Sabha",Normal/Others
Meghalaya,WEST GARO HILLS,46,46,0,100.0,0.0,0.0,1,SALENG A SANGMA,TURA,Normal/Others
Punjab,FAZILKA,46,46,0,100.0,0.0,0.0,3,"AMRINDER SINGH RAJA WARRING, SHER SINGH GHUBAYA, Smt Harsimrat Kaur Badal","BHATINDA, FIROZPUR, LUDHIANA",Normal/Others
Punjab,PATIALA,46,46,0,100.0,0.0,0.0,4,"DR DHARAMVIRA GANDHI, Dr. Ashok Kumar Mittal (2022-28), Dr. Vikramjit Singh Sahney (2022-28), Shri Harbhajan Singh (2022-28)","PATIALA, Sitting Rajya Sabha",Normal/Others
Uttarakhand,HARIDWAR,46,46,0,100.0,0.0,0.0,3,"Dr. Kalpana Saini (2022-28), Shri Naresh Bansal (2020-26), TRIVENDRA SINGH RAWAT","HARDWAR, Sitting Rajya Sabha",Normal/Others
Rajasthan,DUNGARPUR,46,46,0,100.0,0.0,0.0,4,"MANNA LAL RAWAT, RAJ KUMAR ROAT, Shri Chunnilal Garasiya (2024-30), Shri Randeep Singh Surjewala (2022-28)","BANSWARA, Sitting Rajya Sabha, UDAIPUR",Normal/Others
Uttar Pradesh,GHAZIPUR,46,46,0,100.0,0.0,0.0,4,"AFZAL ANSARI, Dr. Sangeeta Balwant (2024-30), SANATAN PANDEY, Shri Neeraj Shekhar (2020-26)","BALLIA, GHAZIPUR, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,ALIGARH,45,45,0,100.0,0.0,0.0,2,"ANOOP PRADHAN BALMIKI, Shri Satish Kumar Gautam ","ALIGARH, HATHRAS",Normal/Others
Tamil Nadu,THIRUVARUR,45,45,0,100.0,0.0,0.0,3,"MURASOLI S, SELVARAJ V, Shri K.R.N. Rajeshkumar (2022-28)","NAGAPATTINAM, Sitting Rajya Sabha, THANJAVUR",Normal/Others
Karnataka,SHIVAMOGGA,45,45,0,100.0,0.0,0.0,1,Shri B Y Raghavendra ,SHIMOGA,Normal/Others
Uttar Pradesh,SIDDHARTHNAGAR,45,45,0,100.0,0.0,0.0,1,Shri Brij Lal (2020-26),Sitting Rajya Sabha,Normal/Others
Tamil Nadu,TIRUCHIRAPPALLI,45,45,0,100.0,0.0,0.0,3,"ARUN NEHRU, DURAI VAIKO, Smt S Jothimani","KARUR, PERAMBALUR, TIRUCHIRAPPALLI",Normal/Others
Maharashtra,NASHIK,45,45,0,100.0,0.0,0.0,4,"BACHHAV SHOBHA DINESH, BHASKAR MURLIDHAR BHAGARE, RAJABHAU, Shri Dhananjay Bhimrao Mahadik (2022-28)","DHULE, DINDORI, NASHIK, Sitting Rajya Sabha",Normal/Others
Andhra Pradesh,ANANTHAPURAMU,142,44,98,30.99,0.0,40607489.0,2,"AMBICA G LAKSHMINARAYANA VALMIKI, B K PARTHASARATHI","ANANTAPUR, HINDUPUR",Normal/Others
Sikkim,PAKYONG,44,44,0,100.0,0.0,0.0,2,"Indra Hang Subba, Shri Dorjee Tshering Lepcha (2024-30)","SIKKIM, Sitting Rajya Sabha",Normal/Others
Gujarat,GANDHINAGAR,44,44,0,100.0,0.0,0.0,4,"HARIBHAI PATEL, Hasmukh Bhai Soma Bhai Patel, Shri Amit Shah, Shri Babubhai Jesangbhai Desai (2023-29)","AHMEDABAD EAST, GANDHINAGAR, MAHESANA, Sitting Rajya Sabha",Normal/Others
Telangana,SIDDIPET,44,44,0,100.0,0.0,0.0,5,"CHAMALA KIRAN KUMAR REDDY, MADHAVANENI RAGHUNANDAN RAO, Sanjay Kumar Bandi, Shri Damodar Rao Divakonda (2022-28), Shri Ravi Chandra Vaddiraju (2024-30)","BHONGIR, KARIMNAGAR, MEDAK, Sitting Rajya Sabha",Normal/Others
Karnataka,UDUPI,44,44,0,100.0,0.0,0.0,2,"KOTA SRINIVAS POOJARY, Shri B Y Raghavendra ","SHIMOGA, UDUPI CHIKMAGALUR",Normal/Others
Kerala,KASARAGOD,44,44,0,100.0,0.0,0.0,5,"Shri Abdul Wahab (2021-27), Shri Jose K. Mani (2024-30), Shri Rajmohan Unnithan , Shri Sandosh Kumar P (2022-28), Smt. Jebi Mather Hisham (2022-28)","KASARAGOD, Sitting Rajya Sabha",Normal/Others
Madhya Pradesh,NARMADAPURAM,44,44,0,100.0,0.0,0.0,1,DARSHAN SINGH CHOUDHARY,HOSHANGABAD,Normal/Others
Jammu And Kashmir,JAMMU,43,43,0,100.0,0.0,0.0,2,"Shri Gulam Ali (2022-28), Shri Jugal Kishore Sharma","JAMMU, Nominated Rajya Sabha",Normal/Others
Tamil Nadu,RAMANATHAPURAM,43,43,0,100.0,0.0,0.0,2,"Kani K Navas, Shri R. Dharmar (2022-28)","RAMANATHAPURAM, Sitting Rajya Sabha",Normal/Others
Karnataka,BIDAR,43,43,0,100.0,0.0,0.0,3,"Dr. Dharmasthala Veerendra Heggade (2022-28), SAGAR ESHWAR KHANDRE, Smt. Nirmala Sitharaman (2022-28)","BIDAR, Nominated Rajya Sabha, Sitting Rajya Sabha",Normal/Others
Puducherry,PUDUCHERRY,43,43,0,100.0,0.0,0.0,2,"Shri S. Selvaganabathy (2021-27), Vaithilingam Ve","Puducherry, Sitting Rajya Sabha",Normal/Others
Gujarat,KACHCHH,43,43,0,100.0,0.0,0.0,2,"Shri Mayankkumar Nayak (2024-30), Vinod Chavda","KACHCHH, Sitting Rajya Sabha",Normal/Others
Telangana,NIZAMABAD,42,42,0,100.0,0.0,0.0,3,"Arvind Dharmapuri, SURESH KUMAR SHETKAR, Shri Anil Kumar Yadav Mandadi (2024-30)","NIZAMABAD, Sitting Rajya Sabha, ZAHIRABAD",Normal/Others
Gujarat,BHAVNAGAR,42,42,0,100.0,0.0,0.0,4,"BHARATBHAI MANUBHAI SUTARIYA, NIMUBEN JAYANTIBHAI BAMBHANIYA, Shri Govindbhai Laljibhai Dholakia (2024-30), Shri Kesridevsinh Jhala (2023-29)","AMRELI, BHAVNAGAR, Sitting Rajya Sabha",Normal/Others
Odisha,BARAGADA,42,42,0,100.0,0.0,0.0,1,PRADEEP PUROHIT,BARGARH,Normal/Others
Karnataka,TUMAKURU,41,41,0,100.0,0.0,0.0,5,"DR C N MANJUNATH, GOVIND MAKTHAPPA KARJOL, Shri G.C. Chandrashekhar (2024-30), Shri Jaggesh (2022-28), V. SOMANNA","BANGALORE RURAL, CHITRADURGA, Sitting Rajya Sabha, TUMKUR",Normal/Others
Haryana,HISAR,41,41,0,100.0,0.0,0.0,2,"JAI PARKASH, Rao Inderjit Singh","GURGAON, HISAR",Normal/Others
Gujarat,BHARUCH,41,41,0,100.0,0.0,0.0,1,Mansukhbhai Dhanjibhai Vasava,BHARUCH,Normal/Others
Maharashtra,AKOLA,41,41,0,100.0,0.0,0.0,1,ANUP SANJAY DHOTRE,AKOLA,Normal/Others
Uttar Pradesh,FARRUKHABAD,40,40,0,100.0,0.0,0.0,2,"Dr. K. Laxman (2022-28), Mukesh Rajput","FARRUKHABAD, Sitting Rajya Sabha",Normal/Others
Uttar Pradesh,BAHRAICH,40,40,0,100.0,0.0,0.0,2,"ANAND KUMAR, KARAN BHUSHAN SINGH","BAHRAICH, KAISERGANJ",Normal/Others
Rajasthan,AJMER,40,40,0,100.0,0.0,0.0,1,Bhagirath Chaudhary,AJMER,Normal/Others
Kerala,THRISSUR,40,40,0,100.0,0.0,0.0,6,"Dr. John Brittas (2021-27), K RADHAKRISHNAN, SURESH GOPI, Shri Benny Behanan, Shri Sandosh Kumar P (2022-28), Smt. P. T. Usha (2022-28)","ALATHUR, CHALAKUDY, Nominated Rajya Sabha, Sitting Rajya Sabha, THRISSUR",Normal/Others
Jharkhand,KODERMA,40,40,0,100.0,0.0,0.0,1,Annpurna Devi ,KODARMA,Normal/Others
Assam,KARBI ANGLONG,42,39,3,92.86,0.0,5650279.0,1,AMARSING TISSO,Diphu,Normal/Others
Uttar Pradesh,MAHRAJGANJ,39,39,0,100.0,0.0,0.0,3,"Dr. K. Laxman (2022-28), Pankaj Chowdhary, Smt. Sangeeta Yadav (2022-28)","MAHARAJGANJ, Sitting Rajya Sabha",Normal/Others
Bihar,ARARIA,39,39,0,100.0,0.0,0.0,1,Pradeep Kumar Singh,ARARIA,Normal/Others
Punjab,FARIDKOT,39,39,0,100.0,0.0,0.0,2,"SARABJEET SINGH KHALSA, Shri Sant Balbir Singh (2022-28)","FARIDKOT, Sitting Rajya Sabha",Normal/Others
