work_id,_id,state,state_hi,district,district_hi,location,location_hi,category,category_hi,cost,completion_date,completion_year,beneficiaries,work_description,work_description_hi,mp_id,mp_name,mp_house,mp_constituency,status,standard_cost,work_date,workId,estimated_cost,status_hi,recommended_date,recommended_year,house,lsTerm,expected_beneficiaries,hasPayments,totalPaid,paymentCount,standard_category,sector
155938.0,6a932bb5cd94452437a17ae4,Bihar,Bihar,KISHANGANJ,KISHANGANJ,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Normal/Others,Normal/Others,649100.0,2025-04-10T00:00:00.000Z,2025.0,0.0,Kishanganj Nagar Parisadh Chhetr Antargart Ward No 20 Jamia Aaysha Islamia Halim Chowk ke Pragan me (12M) High Mast Light,Kishanganj Nagar Parisadh Chhetr Antargart Ward No 20 Jamia Aaysha Islamia Halim Chowk ke Pragan me (12M) High Mast Light,,Dr Mohammad Jawed,,KISHANGANJ,Completed,649100,2025-04-10T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
176258.0,6a932bb5cd94452437a1dc05,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,481026.0,2026-03-24T00:00:00.000Z,2026.0,0.0,Construction of CC road and drains from ameen nagar chinna mori to dere Ganganna ST house ward No.6,Construction of CC road and drains from ameen nagar chinna mori to dere Ganganna ST house ward No.6,,B K PARTHASARATHI,,HINDUPUR,Completed,481026,2026-03-24T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
134672.0,6a932bb5cd94452437a16591,Chhattisgarh,Chhattisgarh,JANJGIR CHAMPA,JANJGIR CHAMPA,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Normal/Others,Normal/Others,991511.0,2024-10-17T00:00:00.000Z,2024.0,0.0,CC Road- From the high school towards the Fair Ground,CC Road- From the high school towards the Fair Ground,,KAMLESH JANGDE,,JANJGIR CHAMPA,Completed,991511,2024-10-17T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
155940.0,6a932bb5cd94452437a17ae6,Bihar,Bihar,KISHANGANJ,KISHANGANJ,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Normal/Others,Normal/Others,649100.0,2025-04-10T00:00:00.000Z,2025.0,0.0,Kishanganj Nagar Parisadh Chhetr Antargart Ward No 11 Kishanganj Gaosala ke Samne (12M) High Mast Light,Kishanganj Nagar Parisadh Chhetr Antargart Ward No 11 Kishanganj Gaosala ke Samne (12M) High Mast Light,,Dr Mohammad Jawed,,KISHANGANJ,Completed,649100,2025-04-10T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
134674.0,6a932bb5cd94452437a1658c,Chhattisgarh,Chhattisgarh,JANJGIR CHAMPA,JANJGIR CHAMPA,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Normal/Others,Normal/Others,998000.0,2024-11-27T00:00:00.000Z,2024.0,0.0,CC Road- Community Building to Patharri pond (Taalab).,CC Road- Community Building to Patharri pond (Taalab).,,KAMLESH JANGDE,,JANJGIR CHAMPA,Completed,998000,2024-11-27T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
135169.0,6a932bb5cd94452437a1668d,Chhattisgarh,Chhattisgarh,JANJGIR CHAMPA,JANJGIR CHAMPA,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Normal/Others,Normal/Others,993000.0,2024-12-09T00:00:00.000Z,2024.0,0.0,Highmast  Solar Street light- Two Piece,Highmast  Solar Street light- Two Piece,,KAMLESH JANGDE,,JANJGIR CHAMPA,Completed,993000,2024-12-09T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
134703.0,6a932bb5cd94452437a16f6a,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,499993.0,2025-01-31T00:00:00.000Z,2025.0,0.0,Upgradation of Road from Madhavaram Village to Company Indlu of Madhavaram GP,Upgradation of Road from Madhavaram Village to Company Indlu of Madhavaram GP,,DAGGUMALLA PRASADA RAO,,CHITTOOR,Completed,499993,2025-01-31T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
135595.0,6a932bb5cd94452437a169a4,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,448970.0,2024-12-05T00:00:00.000Z,2024.0,0.0,Construction of CC road from Amudala Village to Amudala ST colony in Amudala Village & GP of Palasamudram Mandal of GD Nelloore Constituency,Construction of CC road from Amudala Village to Amudala ST colony in Amudala Village & GP of Palasamudram Mandal of GD Nelloore Constituency,,DAGGUMALLA PRASADA RAO,,CHITTOOR,Completed,448970,2024-12-05T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
135642.0,6a932bb5cd94452437a170c2,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,477866.0,2025-02-08T00:00:00.000Z,2025.0,0.0,"Construction of Under Ground Drainage at Penumuru Town (Reach I)& GP, Penumuru Mandal of GD Nelloore Constituency.","Construction of Under Ground Drainage at Penumuru Town (Reach I)& GP, Penumuru Mandal of GD Nelloore Constituency.",,DAGGUMALLA PRASADA RAO,,CHITTOOR,Completed,477866,2025-02-08T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
135651.0,6a932bb5cd94452437a16818,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,499782.0,2025-01-07T00:00:00.000Z,2025.0,0.0,Construction of CC Road from G. Murali Mohan House to Bhuvaneswari House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,Construction of CC Road from G. Murali Mohan House to Bhuvaneswari House in Appireddykandriga in Nellepalli GP of GD Nelloore Mandal and Constituency.,,DAGGUMALLA PRASADA RAO,,CHITTOOR,Completed,499782,2025-01-07T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
136194.0,6a932bb5cd94452437a16b07,Andhra Pradesh,Andhra Pradesh,CHITTOOR,CHITTOOR,CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),CHITTOOR(DISTRICT COLLECTOR CHITTOOR_IDA),Normal/Others,Normal/Others,499674.0,2024-12-19T00:00:00.000Z,2024.0,0.0,"Construction of CC Road and Protection wall From GMR Puram to VPR Puram, GMR Puram GP of SR Puram Mandal of GD Nelloore Constituency.","Construction of CC Road and Protection wall From GMR Puram to VPR Puram, GMR Puram GP of SR Puram Mandal of GD Nelloore Constituency.",,DAGGUMALLA PRASADA RAO,,CHITTOOR,Completed,499674,2024-12-19T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
160329.0,6a932bb5cd94452437a18ee5,Andhra Pradesh,Andhra Pradesh,NANDYAL,NANDYAL,Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Nandyal(DISTRICT COLLECTOR NANDYAL_IDA),Normal/Others,Normal/Others,399999.0,2025-07-15T00:00:00.000Z,2025.0,0.0,Providing CC Road along with Drains from Telugu peta to Shuri house Achari (H) in Panyam (v) of Panyam(m),Providing CC Road along with Drains from Telugu peta to Shuri house Achari (H) in Panyam (v) of Panyam(m),,DR BYREDDY SHABARI,,NANDYAL,Completed,399999,2025-07-15T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
259721.0,6a932bb5cd94452437a1e353,Bihar,Bihar,SAMASTIPUR,SAMASTIPUR,SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA),Normal/Others,Normal/Others,797311.0,2026-05-09T00:00:00.000Z,2026.0,0.0,PCC construction work on the road from near Vijay Kumar Ghar to Ramphal Mahto Ghar in Ward-06 of Thahara Panchayat under Pusa Block.,PCC construction work on the road from near Vijay Kumar Ghar to Ramphal Mahto Ghar in Ward-06 of Thahara Panchayat under Pusa Block.,,SHAMBHAVI,,SAMASTIPUR,Completed,797311,2026-05-09T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
280710.0,6a932bb5cd94452437a1e607,Gujarat,Gujarat,CHHOTA UDAIPUR,CHHOTA UDAIPUR,PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),PANCH MAHALS(DISTRICT COLLECTOR PANCHMAHALS_IDA),Normal/Others,Normal/Others,500000.0,2026-07-27T00:00:00.000Z,2026.0,0.0,DEEP-BRIDGE WORK,DEEP-BRIDGE WORK,,JASHUBHAI BHILUBHAI RATHVA,,CHHOTA UDAIPUR,Completed,500000,2026-07-27T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
137687.0,6a932bb5cd94452437a165c0,Chhattisgarh,Chhattisgarh,JANJGIR CHAMPA,JANJGIR CHAMPA,SAKTI(COLLECTOR SAKTI_IDA),SAKTI(COLLECTOR SAKTI_IDA),Normal/Others,Normal/Others,800000.0,2024-11-14T00:00:00.000Z,2024.0,0.0,GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),,KAMLESH JANGDE,,JANJGIR CHAMPA,Completed,800000,2024-11-14T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
156464.0,6a932bb5cd94452437a17aeb,Bihar,Bihar,KISHANGANJ,KISHANGANJ,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Normal/Others,Normal/Others,649100.0,2025-04-10T00:00:00.000Z,2025.0,0.0,Thakurganj Nagar Panchayat  ke ward no 12 Halka Kachari ke Samne (12M) High Mast Light,Thakurganj Nagar Panchayat  ke ward no 12 Halka Kachari ke Samne (12M) High Mast Light,,Dr Mohammad Jawed,,KISHANGANJ,Completed,649100,2025-04-10T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
137689.0,6a932bb5cd94452437a165c1,Chhattisgarh,Chhattisgarh,JANJGIR CHAMPA,JANJGIR CHAMPA,SAKTI(COLLECTOR SAKTI_IDA),SAKTI(COLLECTOR SAKTI_IDA),Normal/Others,Normal/Others,999633.0,2024-11-25T00:00:00.000Z,2024.0,0.0,GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),,KAMLESH JANGDE,,JANJGIR CHAMPA,Completed,999633,2024-11-25T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
176260.0,6a932bb5cd94452437a1dc02,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,480468.0,2026-03-24T00:00:00.000Z,2026.0,0.0,Construction of CC road and drains from Harijana Kondamma SC house to Basha house ward No.6,Construction of CC road and drains from Harijana Kondamma SC house to Basha house ward No.6,,B K PARTHASARATHI,,HINDUPUR,Completed,480468,2026-03-24T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
137692.0,6a932bb5cd94452437a16679,Chhattisgarh,Chhattisgarh,JANJGIR CHAMPA,JANJGIR CHAMPA,SAKTI(COLLECTOR SAKTI_IDA),SAKTI(COLLECTOR SAKTI_IDA),Normal/Others,Normal/Others,999869.0,2024-12-21T00:00:00.000Z,2024.0,0.0,GRAM RAJABHATHA GRAM PANCHAYAT BELHADIH ME C.C. ROAD NIRMARAN (RAHUL RATRE GHAR SE SURESH GHR KI ORE),GRAM RAJABHATHA GRAM PANCHAYAT BELHADIH ME C.C. ROAD NIRMARAN (RAHUL RATRE GHAR SE SURESH GHR KI ORE),,KAMLESH JANGDE,,JANJGIR CHAMPA,Completed,999869,2024-12-21T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
156466.0,6a932bb5cd94452437a17aed,Bihar,Bihar,KISHANGANJ,KISHANGANJ,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Normal/Others,Normal/Others,649100.0,2025-04-10T00:00:00.000Z,2025.0,0.0,Thakurganj Parkhand Antargart Bhog Dabar Panchayat ke Kalvart chowk me (12M) High Mast Light,Thakurganj Parkhand Antargart Bhog Dabar Panchayat ke Kalvart chowk me (12M) High Mast Light,,Dr Mohammad Jawed,,KISHANGANJ,Completed,649100,2025-04-10T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
156469.0,6a932bb5cd94452437a17aef,Bihar,Bihar,KISHANGANJ,KISHANGANJ,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Normal/Others,Normal/Others,649100.0,2025-04-10T00:00:00.000Z,2025.0,0.0,Kochadhaman Parkhand Antargart Sontha Panchayat ke Puthimari Haat me (12M) High Mast Light,Kochadhaman Parkhand Antargart Sontha Panchayat ke Puthimari Haat me (12M) High Mast Light,,Dr Mohammad Jawed,,KISHANGANJ,Completed,649100,2025-04-10T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
156471.0,6a932bb5cd94452437a17af1,Bihar,Bihar,KISHANGANJ,KISHANGANJ,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Normal/Others,Normal/Others,649100.0,2025-04-10T00:00:00.000Z,2025.0,0.0,Kochadhaman Parkhand Antargart Bagalbari Panchayat ke Chakandra Chowk me  (12M) High Mast Light,Kochadhaman Parkhand Antargart Bagalbari Panchayat ke Chakandra Chowk me  (12M) High Mast Light,,Dr Mohammad Jawed,,KISHANGANJ,Completed,649100,2025-04-10T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
156473.0,6a932bb5cd94452437a17af3,Bihar,Bihar,KISHANGANJ,KISHANGANJ,KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),KISHANGANJ(DISTRICT PLANNING OFFICER KISHANGANJ_IDA),Normal/Others,Normal/Others,649100.0,2025-04-10T00:00:00.000Z,2025.0,0.0,Kochadhaman Parkhand Antargart Kochadhaman Panchayat ke Kochadhaman Parkhand Parisar me (12M) High Mast Light,Kochadhaman Parkhand Antargart Kochadhaman Panchayat ke Kochadhaman Parkhand Parisar me (12M) High Mast Light,,Dr Mohammad Jawed,,KISHANGANJ,Completed,649100,2025-04-10T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
138243.0,6a932bb5cd94452437a16595,Himachal Pradesh,Himachal Pradesh,MANDI,MANDI,MANDI(DEPUTY COMMISSIONER MANDI_IDA),MANDI(DEPUTY COMMISSIONER MANDI_IDA),Normal/Others,Normal/Others,14805.0,2025-06-16T00:00:00.000Z,2025.0,0.0,"Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) to the house of Deepak Thakur S/o Late Sh. Devki Nandan, Village Khuiri Dom, PO- Rajgarh, Tehsil-Balh, District-Mandi, H.P. PIN-175027, Ph- 7986677538","Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) to the house of Deepak Thakur S/o Late Sh. Devki Nandan, Village Khuiri Dom, PO- Rajgarh, Tehsil-Balh, District-Mandi, H.P. PIN-175027, Ph- 7986677538",,Kangana Ranaut,,MANDI,Completed,14805,2025-06-16T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
140063.0,6a932bb5cd94452437a16d95,Himachal Pradesh,Himachal Pradesh,MANDI,MANDI,MANDI(DEPUTY COMMISSIONER MANDI_IDA),MANDI(DEPUTY COMMISSIONER MANDI_IDA),Normal/Others,Normal/Others,200000.0,2025-12-15T00:00:00.000Z,2025.0,0.0,"Development of Playground along with protection wall Near Sheed Samark at GSSS Gopalpur, District Mandi HP
Work Execute By- BDO Gopalpur.","Development of Playground along with protection wall Near Sheed Samark at GSSS Gopalpur, District Mandi HP
Work Execute By- BDO Gopalpur.",,Kangana Ranaut,,MANDI,Completed,200000,2025-12-15T00:00:00.000Z,,,,,,,,,,,,Irrigation & Flood Protection,Physical Infrastructure
176263.0,6a932bb5cd94452437a1c2a7,Andhra Pradesh,Andhra Pradesh,HINDUPUR,HINDUPUR,Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA),Normal/Others,Normal/Others,442983.0,2026-01-02T00:00:00.000Z,2026.0,0.0,Construction of CC road from Prasad house to Venkataramana house ward 34 reach 2,Construction of CC road from Prasad house to Venkataramana house ward 34 reach 2,,B K PARTHASARATHI,,HINDUPUR,Completed,442983,2026-01-02T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
145394.0,6a932bb5cd94452437a17461,Himachal Pradesh,Himachal Pradesh,SHIMLA,SHIMLA,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Normal/Others,Normal/Others,300000.0,2025-12-20T00:00:00.000Z,2025.0,0.0,C/o Ambulance Road Village Palel to Village Chambal GP Dhagali Executive Agency BDO Theog,C/o Ambulance Road Village Palel to Village Chambal GP Dhagali Executive Agency BDO Theog,,Suresh Kumar Kashyap,,SHIMLA,Completed,300000,2025-12-20T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
156628.0,6a932bb5cd94452437a17688,Bihar,Bihar,MADHUBANI,MADHUBANI,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),Normal/Others,Normal/Others,495000.0,2025-03-19T00:00:00.000Z,2025.0,0.0,Supply And installation Mini High Mast Lightning System  AT Keoti Ranwe Purani Tola Chowk block Keoti darbhanga,Supply And installation Mini High Mast Lightning System  AT Keoti Ranwe Purani Tola Chowk block Keoti darbhanga,,Ashok Kumar Yadav ,,MADHUBANI,Completed,495000,2025-03-19T00:00:00.000Z,,,,,,,,,,,,"Electricity, Lighting & Solar Energy",Physical Infrastructure
140551.0,6a932bb5cd94452437a16610,Chhattisgarh,Chhattisgarh,KORBA,KORBA,Gaurela-Pendra-Marwahi(Collector GPM_IDA),Gaurela-Pendra-Marwahi(Collector GPM_IDA),Normal/Others,Normal/Others,799538.0,2024-11-19T00:00:00.000Z,2024.0,0.0,"Puliya (Culvert) construction on Dumarchhapra Pahuch Marg in Gram Panchayat Salheghori, Vikas Khand - Gaurella","Puliya (Culvert) construction on Dumarchhapra Pahuch Marg in Gram Panchayat Salheghori, Vikas Khand - Gaurella",,Jyotsna Charandas Mahant ,,KORBA,Completed,799538,2024-11-19T00:00:00.000Z,,,,,,,,,,,,Roads & Pathways,Physical Infrastructure
